TKR,C/P,STRIKE,OPTKR,EXPDAY
TME,C,30,TME   210716C00030000,2021-07-16
TME,P,13,TME   210716P00013000,2021-07-16
TME,P,15,TME   210716P00015000,2021-07-16
TME,P,15.38,"",2021-07-16
TME,P,16,TME   210716P00016000,2021-07-16
TME,P,17,TME   210716P00017000,2021-07-16
TME,P,18,TME   210716P00018000,2021-07-16
TME,P,19,TME   210716P00019000,2021-07-16
TME,P,20,TME   210716P00020000,2021-07-16
TME,P,23,TME   210716P00023000,2021-07-16
TME,P,24,TME   210716P00024000,2021-07-16
TME,P,25,TME   210716P00025000,2021-07-16
TMST,C,14.98,"",2021-06-18
TMST,C,15,TMST  210618C00015000,2021-06-18
TMUS,C,140,TMUS  210618C00140000,2021-06-18
TMUS,C,144.44,"",2021-06-18
TMUS,C,150,TMUS  210618C00150000,2021-06-18
TMUS,P,135,TMUS  210618P00135000,2021-06-18
TMUS,P,144.44,"",2021-06-18
TMUS,C,140,TMUS  210716C00140000,2021-07-16
TMUS,C,144.44,"",2021-07-16
TMUS,C,150,TMUS  210716C00150000,2021-07-16
TMUS,C,140,TMUS  210820C00140000,2021-08-20
TMUS,C,144.44,"",2021-08-20
TMUS,C,150,TMUS  210820C00150000,2021-08-20
TMUS,P,120,TMUS  210820P00120000,2021-08-20
TMUS,P,130,TMUS  210820P00130000,2021-08-20
TMUS,P,144.44,"",2021-08-20
TNK,C,14.97,"",2021-08-20
TNK,C,20,TNK   210820C00020000,2021-08-20
TOT,C,48.66,"",2021-06-18
TOT,C,50,TOT   210618C00050000,2021-06-18
TOT,P,45,TOT   210618P00045000,2021-06-18
TOT,P,48.66,"",2021-06-18
TOT,C,48.66,"",2021-08-20
TOT,C,50,TOT   210820C00050000,2021-08-20
TOT,P,45,TOT   210820P00045000,2021-08-20
TOT,P,48.66,"",2021-08-20
TPR,C,42.69,"",2021-06-18
TPR,C,45,TPR   210618C00045000,2021-06-18
TPR,C,52.5,TPR   210618C00052500,2021-06-18
TPR,C,42.69,"",2021-08-20
TPR,C,52.5,TPR   210820C00052500,2021-08-20
TPR,P,40,TPR   210820P00040000,2021-08-20
TPR,P,42.69,"",2021-08-20
TPX,C,30,TPX   210618C00030000,2021-06-18
TPX,C,38.59,"",2021-06-18
TPX,C,40,TPX   210618C00040000,2021-06-18
TPX,C,45,TPX   210618C00045000,2021-06-18
TPX,P,35,TPX   210618P00035000,2021-06-18
TPX,P,36.25,TPX   210618P00036250,2021-06-18
TPX,P,37.5,TPX   210618P00037500,2021-06-18
TPX,P,38.59,"",2021-06-18
TPX,C,38.59,"",2021-07-16
TPX,C,45,TPX   210716C00045000,2021-07-16
TRIP,C,18,TRIP  210618C00018000,2021-06-18
TRIP,C,22,TRIP  210618C00022000,2021-06-18
TRIP,C,41.3,"",2021-06-18
TRIP,C,50,TRIP  210618C00050000,2021-06-18
TRIP,C,55,TRIP  210618C00055000,2021-06-18
TRIP,C,60,TRIP  210618C00060000,2021-06-18
TRIP,C,70,TRIP  210618C00070000,2021-06-18
TRIP,P,18,TRIP  210618P00018000,2021-06-18
TRIP,P,40,TRIP  210618P00040000,2021-06-18
TRIP,P,41.3,"",2021-06-18
TRIP,C,41.3,"",2021-07-16
TRIP,C,45,TRIP  210716C00045000,2021-07-16
TRIP,C,41.3,"",2021-08-20
TRIP,C,42,TRIP  210820C00042000,2021-08-20
TRP,P,40,TRP   210820P00040000,2021-08-20
TRP,P,52.51,"",2021-08-20
TRTN,C,52.06,"",2021-07-16
TRTN,C,65,TRTN  210716C00065000,2021-07-16
TRTN,C,52.06,"",2021-08-20
TRTN,C,55,TRTN  210820C00055000,2021-08-20
TRVG,C,3.66,"",2021-06-18
TRVG,C,5,TRVG  210618C00005000,2021-06-18
TRVG,C,2.5,TRVG  210716C00002500,2021-07-16
TRVG,C,3.66,"",2021-07-16
TRVG,C,5,TRVG  210716C00005000,2021-07-16
TRVG,C,7.5,TRVG  210716C00007500,2021-07-16
TRVG,C,10,TRVG  210716C00010000,2021-07-16
TRVG,P,2.5,TRVG  210716P00002500,2021-07-16
TRVG,P,3.66,"",2021-07-16
TRVN,C,1.81,"",2021-06-18
TRVN,C,2,TRVN  210618C00002000,2021-06-18
TRVN,C,2.5,TRVN  210618C00002500,2021-06-18
TRVN,C,3,TRVN  210618C00003000,2021-06-18
TRX,C,0.5,"",2021-07-16
TRX,C,1,TRX   210716C00001000,2021-07-16
TRX,C,3,TRX   210716C00003000,2021-07-16
TS,C,23.58,"",2021-06-18
TS,C,25,TS    210618C00025000,2021-06-18
TS,C,23.58,"",2021-07-16
TS,C,25,TS    210716C00025000,2021-07-16
TSCO,P,175,TSCO  210618P00175000,2021-06-18
TSCO,P,181.06,"",2021-06-18
TSEM,C,26,TSEM  210716C00026000,2021-07-16
TSEM,C,27.18,"",2021-07-16
TSEM,C,30,TSEM  210716C00030000,2021-07-16
TSEM,C,35,TSEM  210716C00035000,2021-07-16
TSEM,C,40,TSEM  210716C00040000,2021-07-16
TSEM,C,45,TSEM  210716C00045000,2021-07-16
TSEM,P,20,TSEM  210716P00020000,2021-07-16
TSEM,P,25,TSEM  210716P00025000,2021-07-16
TSEM,P,27.18,"",2021-07-16
TSLA,C,68,TSLA  210618C00068000,2021-06-18
TSLA,C,70,TSLA  210618C00070000,2021-06-18
TSLA,C,100,TSLA  210618C00100000,2021-06-18
TSLA,C,106,TSLA  210618C00106000,2021-06-18
TSLA,C,110,TSLA  210618C00110000,2021-06-18
TSLA,C,112,TSLA  210618C00112000,2021-06-18
TSLA,C,114,TSLA  210618C00114000,2021-06-18
TSLA,C,200,TSLA  210618C00200000,2021-06-18
TSLA,C,300,TSLA  210618C00300000,2021-06-18
TSLA,C,376,TSLA  210618C00376000,2021-06-18
TSLA,C,392,TSLA  210618C00392000,2021-06-18
TSLA,C,400,TSLA  210618C00400000,2021-06-18
TSLA,C,410,TSLA  210618C00410000,2021-06-18
TSLA,C,440,TSLA  210618C00440000,2021-06-18
TSLA,C,500,TSLA  210618C00500000,2021-06-18
TSLA,C,550,TSLA  210618C00550000,2021-06-18
TSLA,C,560,TSLA  210618C00560000,2021-06-18
TSLA,C,580,TSLA  210618C00580000,2021-06-18
TSLA,C,598.83,"",2021-06-18
TSLA,C,600,TSLA  210618C00600000,2021-06-18
TSLA,C,605,TSLA  210618C00605000,2021-06-18
TSLA,C,610,TSLA  210618C00610000,2021-06-18
TSLA,C,620,TSLA  210618C00620000,2021-06-18
TSLA,C,630,TSLA  210618C00630000,2021-06-18
TSLA,C,640,TSLA  210618C00640000,2021-06-18
TSLA,C,650,TSLA  210618C00650000,2021-06-18
TSLA,C,660,TSLA  210618C00660000,2021-06-18
TSLA,C,670,TSLA  210618C00670000,2021-06-18
TSLA,C,680,TSLA  210618C00680000,2021-06-18
TSLA,C,690,TSLA  210618C00690000,2021-06-18
TSLA,C,700,TSLA  210618C00700000,2021-06-18
TSLA,C,710,TSLA  210618C00710000,2021-06-18
TSLA,C,720,TSLA  210618C00720000,2021-06-18
TSLA,C,740,TSLA  210618C00740000,2021-06-18
TSLA,C,750,TSLA  210618C00750000,2021-06-18
TSLA,C,780,TSLA  210618C00780000,2021-06-18
TSLA,C,790,TSLA  210618C00790000,2021-06-18
TSLA,C,800,TSLA  210618C00800000,2021-06-18
TSLA,C,850,TSLA  210618C00850000,2021-06-18
TSLA,C,870,TSLA  210618C00870000,2021-06-18
TSLA,C,880,TSLA  210618C00880000,2021-06-18
TSLA,C,900,TSLA  210618C00900000,2021-06-18
TSLA,C,950,TSLA  210618C00950000,2021-06-18
TSLA,C,960,TSLA  210618C00960000,2021-06-18
TSLA,C,970,TSLA  210618C00970000,2021-06-18
TSLA,C,990,TSLA  210618C00990000,2021-06-18
TSLA,C,1000,TSLA  210618C01000000,2021-06-18
TSLA,C,1050,TSLA  210618C01050000,2021-06-18
TSLA,C,1200,TSLA  210618C01200000,2021-06-18
TSLA,C,1500,TSLA  210618C01500000,2021-06-18
TSLA,C,1700,TSLA  210618C01700000,2021-06-18
TSLA,P,1,TSLA  210618P00001000,2021-06-18
TSLA,P,2,TSLA  210618P00002000,2021-06-18
TSLA,P,3,TSLA  210618P00003000,2021-06-18
TSLA,P,10,TSLA  210618P00010000,2021-06-18
TSLA,P,20,TSLA  210618P00020000,2021-06-18
TSLA,P,30,TSLA  210618P00030000,2021-06-18
TSLA,P,36,TSLA  210618P00036000,2021-06-18
TSLA,P,40,TSLA  210618P00040000,2021-06-18
TSLA,P,44,TSLA  210618P00044000,2021-06-18
TSLA,P,50,TSLA  210618P00050000,2021-06-18
TSLA,P,60,TSLA  210618P00060000,2021-06-18
TSLA,P,70,TSLA  210618P00070000,2021-06-18
TSLA,P,72,TSLA  210618P00072000,2021-06-18
TSLA,P,80,TSLA  210618P00080000,2021-06-18
TSLA,P,100,TSLA  210618P00100000,2021-06-18
TSLA,P,104,TSLA  210618P00104000,2021-06-18
TSLA,P,106,TSLA  210618P00106000,2021-06-18
TSLA,P,112,TSLA  210618P00112000,2021-06-18
TSLA,P,140,TSLA  210618P00140000,2021-06-18
TSLA,P,148,TSLA  210618P00148000,2021-06-18
TSLA,P,150,TSLA  210618P00150000,2021-06-18
TSLA,P,156,TSLA  210618P00156000,2021-06-18
TSLA,P,160,TSLA  210618P00160000,2021-06-18
TSLA,P,200,TSLA  210618P00200000,2021-06-18
TSLA,P,250,TSLA  210618P00250000,2021-06-18
TSLA,P,260,TSLA  210618P00260000,2021-06-18
TSLA,P,300,TSLA  210618P00300000,2021-06-18
TSLA,P,350,TSLA  210618P00350000,2021-06-18
TSLA,P,400,TSLA  210618P00400000,2021-06-18
TSLA,P,410,TSLA  210618P00410000,2021-06-18
TSLA,P,420,TSLA  210618P00420000,2021-06-18
TSLA,P,430,TSLA  210618P00430000,2021-06-18
TSLA,P,440,TSLA  210618P00440000,2021-06-18
TSLA,P,445,TSLA  210618P00445000,2021-06-18
TSLA,P,450,TSLA  210618P00450000,2021-06-18
TSLA,P,460,TSLA  210618P00460000,2021-06-18
TSLA,P,465,TSLA  210618P00465000,2021-06-18
TSLA,P,480,TSLA  210618P00480000,2021-06-18
TSLA,P,500,TSLA  210618P00500000,2021-06-18
TSLA,P,515,TSLA  210618P00515000,2021-06-18
TSLA,P,520,TSLA  210618P00520000,2021-06-18
TSLA,P,525,TSLA  210618P00525000,2021-06-18
TSLA,P,530,TSLA  210618P00530000,2021-06-18
TSLA,P,540,TSLA  210618P00540000,2021-06-18
TSLA,P,550,TSLA  210618P00550000,2021-06-18
TSLA,P,560,TSLA  210618P00560000,2021-06-18
TSLA,P,570,TSLA  210618P00570000,2021-06-18
TSLA,P,580,TSLA  210618P00580000,2021-06-18
TSLA,P,590,TSLA  210618P00590000,2021-06-18
TSLA,P,598.83,"",2021-06-18
TSLA,P,600,TSLA  210618P00600000,2021-06-18
TSLA,P,605,TSLA  210618P00605000,2021-06-18
TSLA,P,610,TSLA  210618P00610000,2021-06-18
TSLA,P,620,TSLA  210618P00620000,2021-06-18
TSLA,P,640,TSLA  210618P00640000,2021-06-18
TSLA,P,650,TSLA  210618P00650000,2021-06-18
TSLA,P,670,TSLA  210618P00670000,2021-06-18
TSLA,P,700,TSLA  210618P00700000,2021-06-18
TSLA,P,740,TSLA  210618P00740000,2021-06-18
TSLA,P,750,TSLA  210618P00750000,2021-06-18
TSLA,P,800,TSLA  210618P00800000,2021-06-18
TSLA,P,850,TSLA  210618P00850000,2021-06-18
TSLA,P,870,TSLA  210618P00870000,2021-06-18
TSLA,P,900,TSLA  210618P00900000,2021-06-18
TSLA,P,1000,TSLA  210618P01000000,2021-06-18
TSLA,C,560,TSLA  210716C00560000,2021-07-16
TSLA,C,598.83,"",2021-07-16
TSLA,C,600,TSLA  210716C00600000,2021-07-16
TSLA,C,625,TSLA  210716C00625000,2021-07-16
TSLA,C,640,TSLA  210716C00640000,2021-07-16
TSLA,C,650,TSLA  210716C00650000,2021-07-16
TSLA,C,670,TSLA  210716C00670000,2021-07-16
TSLA,C,680,TSLA  210716C00680000,2021-07-16
TSLA,C,690,TSLA  210716C00690000,2021-07-16
TSLA,C,700,TSLA  210716C00700000,2021-07-16
TSLA,C,710,TSLA  210716C00710000,2021-07-16
TSLA,C,720,TSLA  210716C00720000,2021-07-16
TSLA,C,750,TSLA  210716C00750000,2021-07-16
TSLA,C,800,TSLA  210716C00800000,2021-07-16
TSLA,C,850,TSLA  210716C00850000,2021-07-16
TSLA,C,900,TSLA  210716C00900000,2021-07-16
TSLA,C,950,TSLA  210716C00950000,2021-07-16
TSLA,C,1000,TSLA  210716C01000000,2021-07-16
TSLA,C,1050,TSLA  210716C01050000,2021-07-16
TSLA,C,1200,TSLA  210716C01200000,2021-07-16
TSLA,C,1500,TSLA  210716C01500000,2021-07-16
TSLA,C,1700,TSLA  210716C01700000,2021-07-16
TSLA,P,260,TSLA  210716P00260000,2021-07-16
TSLA,P,300,TSLA  210716P00300000,2021-07-16
TSLA,P,350,TSLA  210716P00350000,2021-07-16
TSLA,P,400,TSLA  210716P00400000,2021-07-16
TSLA,P,420,TSLA  210716P00420000,2021-07-16
TSLA,P,450,TSLA  210716P00450000,2021-07-16
TSLA,P,475,TSLA  210716P00475000,2021-07-16
TSLA,P,500,TSLA  210716P00500000,2021-07-16
TSLA,P,550,TSLA  210716P00550000,2021-07-16
TSLA,P,598.83,"",2021-07-16
TSLA,P,600,TSLA  210716P00600000,2021-07-16
TSLA,P,625,TSLA  210716P00625000,2021-07-16
TSLA,P,650,TSLA  210716P00650000,2021-07-16
TSLA,P,700,TSLA  210716P00700000,2021-07-16
TSLA,P,800,TSLA  210716P00800000,2021-07-16
TSLA,C,598.83,"",2021-08-20
TSLA,C,770,TSLA  210820C00770000,2021-08-20
TSLA,C,800,TSLA  210820C00800000,2021-08-20
TSM,C,110,TSM   210618C00110000,2021-06-18
TSM,C,115,TSM   210618C00115000,2021-06-18
TSM,C,119.43,"",2021-06-18
TSM,C,120,TSM   210618C00120000,2021-06-18
TSM,C,125,TSM   210618C00125000,2021-06-18
TSM,C,130,TSM   210618C00130000,2021-06-18
TSM,C,135,TSM   210618C00135000,2021-06-18
TSM,C,140,TSM   210618C00140000,2021-06-18
TSM,C,145,TSM   210618C00145000,2021-06-18
TSM,P,85,TSM   210618P00085000,2021-06-18
TSM,P,90,TSM   210618P00090000,2021-06-18
TSM,P,100,TSM   210618P00100000,2021-06-18
TSM,P,105,TSM   210618P00105000,2021-06-18
TSM,P,110,TSM   210618P00110000,2021-06-18
TSM,P,115,TSM   210618P00115000,2021-06-18
TSM,P,119.43,"",2021-06-18
TSM,P,120,TSM   210618P00120000,2021-06-18
TSM,P,130,TSM   210618P00130000,2021-06-18
TSM,C,110,TSM   210716C00110000,2021-07-16
TSM,C,115,TSM   210716C00115000,2021-07-16
TSM,C,119.43,"",2021-07-16
TSM,C,120,TSM   210716C00120000,2021-07-16
TSM,C,125,TSM   210716C00125000,2021-07-16
TSM,C,130,TSM   210716C00130000,2021-07-16
TSM,C,135,TSM   210716C00135000,2021-07-16
TSM,C,140,TSM   210716C00140000,2021-07-16
TSM,C,145,TSM   210716C00145000,2021-07-16
TSM,C,150,TSM   210716C00150000,2021-07-16
TSM,C,160,TSM   210716C00160000,2021-07-16
TSM,C,170,TSM   210716C00170000,2021-07-16
TSM,C,180,TSM   210716C00180000,2021-07-16
TSM,C,200,TSM   210716C00200000,2021-07-16
TSM,P,90,TSM   210716P00090000,2021-07-16
TSM,P,95,TSM   210716P00095000,2021-07-16
TSM,P,100,TSM   210716P00100000,2021-07-16
TSM,P,105,TSM   210716P00105000,2021-07-16
TSM,P,110,TSM   210716P00110000,2021-07-16
TSM,P,115,TSM   210716P00115000,2021-07-16
TSM,P,119.43,"",2021-07-16
TSM,P,120,TSM   210716P00120000,2021-07-16
TSM,P,125,TSM   210716P00125000,2021-07-16
TSM,P,130,TSM   210716P00130000,2021-07-16
TSM,C,115,TSM   210820C00115000,2021-08-20
TSM,C,119.43,"",2021-08-20
TSM,C,120,TSM   210820C00120000,2021-08-20
TSM,P,100,TSM   210820P00100000,2021-08-20
TSM,P,105,TSM   210820P00105000,2021-08-20
TSM,P,110,TSM   210820P00110000,2021-08-20
TSM,P,115,TSM   210820P00115000,2021-08-20
TSM,P,119.43,"",2021-08-20
TSN,C,77.5,TSN   210618C00077500,2021-06-18
TSN,C,78.72,"",2021-06-18
TSN,C,82.5,TSN   210618C00082500,2021-06-18
TSN,C,78.72,"",2021-07-16
TSN,C,80,TSN   210716C00080000,2021-07-16
TSN,C,85,TSN   210716C00085000,2021-07-16
TSN,P,60,TSN   210716P00060000,2021-07-16
TSN,P,62.5,TSN   210716P00062500,2021-07-16
TSN,P,65,TSN   210716P00065000,2021-07-16
TSN,P,78.72,"",2021-07-16
TTCF,C,20,TTCF  210618C00020000,2021-06-18
TTCF,C,22.35,"",2021-06-18
TTCF,C,22.5,TTCF  210618C00022500,2021-06-18
TTCF,C,25,TTCF  210618C00025000,2021-06-18
TTCF,C,30,TTCF  210618C00030000,2021-06-18
TTCF,P,15,TTCF  210618P00015000,2021-06-18
TTCF,P,20,TTCF  210618P00020000,2021-06-18
TTCF,P,22.35,"",2021-06-18
TTCF,C,22.35,"",2021-07-16
TTCF,C,25,TTCF  210716C00025000,2021-07-16
TTCF,P,15,TTCF  210716P00015000,2021-07-16
TTCF,P,17.5,TTCF  210716P00017500,2021-07-16
TTCF,P,22.35,"",2021-07-16
TTD,C,515,TTD   210618C00515000,2021-06-18
TTD,C,574.3,"",2021-06-18
TTD,P,515,TTD   210618P00515000,2021-06-18
TTD,P,574.3,"",2021-06-18
TTD,C,574.3,"",2021-07-16
TTD,C,750,TTD   210716C00750000,2021-07-16
TTI,C,2.5,TTI   210618C00002500,2021-06-18
TTI,C,3.77,"",2021-06-18
TTI,C,5,TTI   210618C00005000,2021-06-18
TTI,P,2.5,TTI   210618P00002500,2021-06-18
TTI,P,3.77,"",2021-06-18
TTM,P,18,TTM   210716P00018000,2021-07-16
TTM,P,23.68,"",2021-07-16
TTNP,C,2.59,"",2021-08-20
TTNP,C,5,TTNP  210820C00005000,2021-08-20
TTOO,C,1.27,"",2021-06-18
TTOO,C,2.5,TTOO  210618C00002500,2021-06-18
TTOO,C,1.27,"",2021-07-16
TTOO,C,2.5,TTOO  210716C00002500,2021-07-16
TTOO,C,1.27,"",2021-08-20
TTOO,C,2.5,TTOO  210820C00002500,2021-08-20
TTOO,C,5,TTOO  210820C00005000,2021-08-20
TTWO,C,184.71,"",2021-06-18
TTWO,C,200,TTWO  210618C00200000,2021-06-18
TUFN,P,5,TUFN  210618P00005000,2021-06-18
TUFN,P,9.28,"",2021-06-18
TVTY,C,25.79,"",2021-08-20
TVTY,C,35,TVTY  210820C00035000,2021-08-20
TWNK,C,16.03,"",2021-07-16
TWNK,C,17.5,TWNK  210716C00017500,2021-07-16
TWNK,P,12.5,TWNK  210820P00012500,2021-08-20
TWNK,P,16.03,"",2021-08-20
TWO,C,7,TWO   210618C00007000,2021-06-18
TWO,C,7.38,"",2021-06-18
TWO,C,8,TWO   210618C00008000,2021-06-18
TWO,C,9,TWO   210618C00009000,2021-06-18
TWO,P,6,TWO   210618P00006000,2021-06-18
TWO,P,7,TWO   210618P00007000,2021-06-18
TWO,P,7.38,"",2021-06-18
TWTR,C,50,TWTR  210618C00050000,2021-06-18
TWTR,C,55,TWTR  210618C00055000,2021-06-18
TWTR,C,57.5,TWTR  210618C00057500,2021-06-18
TWTR,C,58,TWTR  210618C00058000,2021-06-18
TWTR,C,59,"",2021-06-18
TWTR,C,59,TWTR  210618C00059000,2021-06-18
TWTR,C,60,TWTR  210618C00060000,2021-06-18
TWTR,C,61,TWTR  210618C00061000,2021-06-18
TWTR,C,65,TWTR  210618C00065000,2021-06-18
TWTR,C,70,TWTR  210618C00070000,2021-06-18
TWTR,C,75,TWTR  210618C00075000,2021-06-18
TWTR,C,80,TWTR  210618C00080000,2021-06-18
TWTR,C,85,TWTR  210618C00085000,2021-06-18
TWTR,C,90,TWTR  210618C00090000,2021-06-18
TWTR,C,95,TWTR  210618C00095000,2021-06-18
TWTR,C,100,TWTR  210618C00100000,2021-06-18
TWTR,P,25,TWTR  210618P00025000,2021-06-18
TWTR,P,30,TWTR  210618P00030000,2021-06-18
TWTR,P,35,TWTR  210618P00035000,2021-06-18
TWTR,P,40,TWTR  210618P00040000,2021-06-18
TWTR,P,43,TWTR  210618P00043000,2021-06-18
TWTR,P,45,TWTR  210618P00045000,2021-06-18
TWTR,P,46,TWTR  210618P00046000,2021-06-18
TWTR,P,48,TWTR  210618P00048000,2021-06-18
TWTR,P,49,TWTR  210618P00049000,2021-06-18
TWTR,P,50,TWTR  210618P00050000,2021-06-18
TWTR,P,52.5,TWTR  210618P00052500,2021-06-18
TWTR,P,55,TWTR  210618P00055000,2021-06-18
TWTR,P,56.5,TWTR  210618P00056500,2021-06-18
TWTR,P,59,"",2021-06-18
TWTR,P,60,TWTR  210618P00060000,2021-06-18
TWTR,P,65,TWTR  210618P00065000,2021-06-18
TWTR,P,70,TWTR  210618P00070000,2021-06-18
TWTR,P,75,TWTR  210618P00075000,2021-06-18
TWTR,C,50,TWTR  210716C00050000,2021-07-16
TWTR,C,55,TWTR  210716C00055000,2021-07-16
TWTR,C,57.5,TWTR  210716C00057500,2021-07-16
TWTR,C,59,"",2021-07-16
TWTR,C,60,TWTR  210716C00060000,2021-07-16
TWTR,C,62.5,TWTR  210716C00062500,2021-07-16
TWTR,C,65,TWTR  210716C00065000,2021-07-16
TWTR,C,70,TWTR  210716C00070000,2021-07-16
TWTR,C,75,TWTR  210716C00075000,2021-07-16
TWTR,C,80,TWTR  210716C00080000,2021-07-16
TWTR,C,85,TWTR  210716C00085000,2021-07-16
TWTR,P,40,TWTR  210716P00040000,2021-07-16
TWTR,P,45,TWTR  210716P00045000,2021-07-16
TWTR,P,47,TWTR  210716P00047000,2021-07-16
TWTR,P,50,TWTR  210716P00050000,2021-07-16
TWTR,P,52.5,TWTR  210716P00052500,2021-07-16
TWTR,P,55,TWTR  210716P00055000,2021-07-16
TWTR,P,59,"",2021-07-16
TWTR,P,60,TWTR  210716P00060000,2021-07-16
TWTR,P,65,TWTR  210716P00065000,2021-07-16
TWTR,P,70,TWTR  210716P00070000,2021-07-16
TWTR,P,75,TWTR  210716P00075000,2021-07-16
TWTR,C,59,"",2021-08-20
TWTR,C,62.5,TWTR  210820C00062500,2021-08-20
TXMD,C,1,TXMD  210618C00001000,2021-06-18
TXMD,C,1.21,"",2021-06-18
TXMD,C,1.5,TXMD  210618C00001500,2021-06-18
TXMD,C,2,TXMD  210618C00002000,2021-06-18
TXMD,C,2.5,TXMD  210618C00002500,2021-06-18
TXMD,C,3,TXMD  210618C00003000,2021-06-18
TXMD,C,3.5,TXMD  210618C00003500,2021-06-18
TXMD,C,5,TXMD  210618C00005000,2021-06-18
TXN,C,175,TXN   210618C00175000,2021-06-18
TXN,C,180,TXN   210618C00180000,2021-06-18
TXN,C,185,TXN   210618C00185000,2021-06-18
TXN,C,190,TXN   210618C00190000,2021-06-18
TXN,C,190.07,"",2021-06-18
TXN,C,200,TXN   210618C00200000,2021-06-18
TXN,P,145,TXN   210618P00145000,2021-06-18
TXN,P,170,TXN   210618P00170000,2021-06-18
TXN,P,180,TXN   210618P00180000,2021-06-18
TXN,P,190.07,"",2021-06-18
TXN,C,185,TXN   210716C00185000,2021-07-16
TXN,C,190.07,"",2021-07-16
TXN,P,150,TXN   210716P00150000,2021-07-16
TXN,P,190.07,"",2021-07-16
TXN,P,160,TXN   210820P00160000,2021-08-20
TXN,P,175,TXN   210820P00175000,2021-08-20
TXN,P,190.07,"",2021-08-20
U,C,90,U     210618C00090000,2021-06-18
U,C,94.99,"",2021-06-18
U,C,95,U     210618C00095000,2021-06-18
U,C,100,U     210618C00100000,2021-06-18
U,C,105,U     210618C00105000,2021-06-18
U,C,110,U     210618C00110000,2021-06-18
U,C,115,U     210618C00115000,2021-06-18
U,P,80,U     210618P00080000,2021-06-18
U,P,94.99,"",2021-06-18
U,C,94.99,"",2021-08-20
U,C,100,U     210820C00100000,2021-08-20
U,C,110,U     210820C00110000,2021-08-20
U,C,115,U     210820C00115000,2021-08-20
U,C,130,U     210820C00130000,2021-08-20
U,C,175,U     210820C00175000,2021-08-20
U,P,80,U     210820P00080000,2021-08-20
U,P,85,U     210820P00085000,2021-08-20
U,P,90,U     210820P00090000,2021-08-20
U,P,94.99,"",2021-08-20
U,P,95,U     210820P00095000,2021-08-20
U,P,100,U     210820P00100000,2021-08-20
U,P,105,U     210820P00105000,2021-08-20
UA,C,17.5,UA    210618C00017500,2021-06-18
UA,C,19.09,"",2021-06-18
UA,C,20,UA    210618C00020000,2021-06-18
UA,C,22.5,UA    210618C00022500,2021-06-18
UA,P,10,UA    210618P00010000,2021-06-18
UA,P,12.5,UA    210618P00012500,2021-06-18
UA,P,19.09,"",2021-06-18
UA,C,19.09,"",2021-07-16
UA,C,20,UA    210716C00020000,2021-07-16
UA,C,22.5,UA    210716C00022500,2021-07-16
UAA,C,20,UAA   210716C00020000,2021-07-16
UAA,C,21.79,"",2021-07-16
UAA,C,25,UAA   210716C00025000,2021-07-16
UAA,C,30,UAA   210716C00030000,2021-07-16
UAA,P,12.5,UAA   210716P00012500,2021-07-16
UAA,P,21.79,"",2021-07-16
UAL,C,40,UAL   210618C00040000,2021-06-18
UAL,C,41,UAL   210618C00041000,2021-06-18
UAL,C,42,UAL   210618C00042000,2021-06-18
UAL,C,45,UAL   210618C00045000,2021-06-18
UAL,C,50,UAL   210618C00050000,2021-06-18
UAL,C,52.5,UAL   210618C00052500,2021-06-18
UAL,C,55,UAL   210618C00055000,2021-06-18
UAL,C,56.99,"",2021-06-18
UAL,C,57.5,UAL   210618C00057500,2021-06-18
UAL,C,58,UAL   210618C00058000,2021-06-18
UAL,C,60,UAL   210618C00060000,2021-06-18
UAL,C,62.5,UAL   210618C00062500,2021-06-18
UAL,C,65,UAL   210618C00065000,2021-06-18
UAL,C,67.5,UAL   210618C00067500,2021-06-18
UAL,C,70,UAL   210618C00070000,2021-06-18
UAL,C,72.5,UAL   210618C00072500,2021-06-18
UAL,C,75,UAL   210618C00075000,2021-06-18
UAL,C,77.5,UAL   210618C00077500,2021-06-18
UAL,C,80,UAL   210618C00080000,2021-06-18
UAL,C,85,UAL   210618C00085000,2021-06-18
UAL,C,90,UAL   210618C00090000,2021-06-18
UAL,C,130,UAL   210618C00130000,2021-06-18
UAL,P,10,UAL   210618P00010000,2021-06-18
UAL,P,20,UAL   210618P00020000,2021-06-18
UAL,P,30,UAL   210618P00030000,2021-06-18
UAL,P,35,UAL   210618P00035000,2021-06-18
UAL,P,40,UAL   210618P00040000,2021-06-18
UAL,P,45,UAL   210618P00045000,2021-06-18
UAL,P,47,UAL   210618P00047000,2021-06-18
UAL,P,50,UAL   210618P00050000,2021-06-18
UAL,P,52.5,UAL   210618P00052500,2021-06-18
UAL,P,55,UAL   210618P00055000,2021-06-18
UAL,P,56.99,"",2021-06-18
UAL,P,57.5,UAL   210618P00057500,2021-06-18
UAL,P,60,UAL   210618P00060000,2021-06-18
UAL,C,56.99,"",2021-07-16
UAL,C,60,UAL   210716C00060000,2021-07-16
UAL,C,70,UAL   210716C00070000,2021-07-16
UAL,C,56.99,"",2021-08-20
UAL,C,60,UAL   210820C00060000,2021-08-20
UAL,C,65,UAL   210820C00065000,2021-08-20
UAMY,C,0.95,"",2021-08-20
UAMY,C,2.5,UAMY  210820C00002500,2021-08-20
UAVS,C,5,UAVS  210618C00005000,2021-06-18
UAVS,C,5.22,"",2021-06-18
UAVS,C,7.5,UAVS  210618C00007500,2021-06-18
UAVS,C,10,UAVS  210618C00010000,2021-06-18
